ID,titel,authors,geners,image,year,lang,isbn
5832,"Between the Lines (Between the Lines, #1)",['Tammara Webber'],"['romance', 'young-adult', 'contemporary', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1367082644m/11262424.jpg,2011,eng,
5833,Never Cry Wolf,['Farley Mowat'],"['nonfiction', 'science', 'memoir', 'biography', 'classics']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1963,eng,316881791
5834,"Tick Tock (Michael Bennett, #4)","['James Patterson', 'Michael Ledwidge']","['mystery', 'fiction', 'thriller', 'crime', 'suspense']",https://images.gr-assets.com/books/1293807879m/8437913.jpg,2010,eng,031612852X
5835,Cleopatra's Daughter,['Michelle Moran'],"['historical-fiction', 'fiction', 'romance', 'young-adult']",https://images.gr-assets.com/books/1449745007m/6340471.jpg,2009,eng,184724954X
5836,"Grave Secrets (Temperance Brennan, #5)",['Kathy Reichs'],"['mystery', 'crime', 'fiction', 'thriller', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,eng,684859734
5840,Complete Works of Oscar Wilde,"['Oscar Wilde', 'Merlin Holland']","['classics', 'fiction', 'poetry']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1908,eng,7144350
5841,The New Best Recipe,"[""Cook's Illustrated Magazine"", 'John Burgoyne', 'Carl Tremblay']","['cookbooks', 'nonfiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,eng,
5842,"The Rose & the Dagger (The Wrath & the Dawn, #2)",['Renee Ahdieh'],"['fantasy', 'young-adult', 'romance', 'fiction', 'historical-fiction']",https://images.gr-assets.com/books/1443797156m/23308084.jpg,2016,eng,399171622
5843,The Fold,['Peter Clines'],"['science-fiction', 'fiction', 'horror', 'mystery', 'thriller', 'fantasy']",https://images.gr-assets.com/books/1416182070m/23164927.jpg,2015,eng,553418297
5844,The Nature of the Beast (Chief Inspector Armand Gamache #11),['Louise Penny'],"['mystery', 'fiction', 'crime', 'thriller']",https://images.gr-assets.com/books/1429532809m/24586590.jpg,2015,eng,1250022088
5845,The Proper Care and Feeding of Husbands,['Laura C. Schlessinger'],"['nonfiction', 'self-help', 'psychology', 'christian']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,60520620
5846,"Green: The Beginning and the End (The Circle, #0)",['Ted Dekker'],"['fantasy', 'fiction', 'christian', 'science-fiction', 'thriller', 'mystery', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,1595542884
5847,"Black Butler, Vol. 3 (Black Butler, #3)",['Yana Toboso'],"['manga', 'fantasy', 'graphic-novels', 'historical-fiction', 'comics', 'young-adult', 'horror', 'paranormal', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,ind,
5848,"The Crown Tower (The Riyria Chronicles, #1)",['Michael J. Sullivan'],"['fantasy', 'fiction']",https://images.gr-assets.com/books/1375570227m/16043804.jpg,2013,eng,031624371X
5849,Daytripper,"['FÃ¡bio Moon', 'Gabriel BÃ¡', 'Craig Thompson', 'Dave Stewart', 'Sean Konot']","['graphic-novels', 'comics', 'fiction', 'fantasy']",https://images.gr-assets.com/books/1327876816m/8477057.jpg,2011,eng,1401229697
5851,The Museum of Innocence,"['Orhan Pamuk', 'Maureen Freely']","['fiction', 'romance', 'historical-fiction', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,307266761
5852,The Mothers,['Brit Bennett'],"['fiction', 'contemporary']",https://images.gr-assets.com/books/1460652458m/28815371.jpg,2016,eng,399184511
5853,Faust,"['Johann Wolfgang von Goethe', 'Walter Kaufmann']","['classics', 'fiction', 'poetry', 'philosophy', 'fantasy']",https://images.gr-assets.com/books/1320404568m/406373.jpg,1832,eng,385031149
5854,"Faking It (Losing It, #2)",['Cora Carmack'],"['romance', 'contemporary', 'chick-lit', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1360560023m/16172634.jpg,2013,eng,62273264
5857,Bloodrose (Nightshade #3; Nightshade World #6),['Andrea Cremer'],"['young-adult', 'fantasy', 'paranormal', 'romance']",https://images.gr-assets.com/books/1351196369m/8130839.jpg,2012,eng,399256121
5858,"Cards on the Table (Hercule Poirot, #15)",['Agatha Christie'],"['mystery', 'fiction', 'crime', 'classics', 'thriller']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1936,eng,425205959
5859,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",['Rachel RenÃ©e Russell'],"['fiction', 'graphic-novels', 'young-adult', 'contemporary', 'romance']",https://images.gr-assets.com/books/1370064645m/13547289.jpg,2012,eng,1442449616
5861,"Appointment with Death (Hercule Poirot, #19)",['Agatha Christie'],"['mystery', 'fiction', 'crime', 'classics', 'thriller']",https://images.gr-assets.com/books/1308808730m/16363.jpg,1938,eng,7119356
5862,"Natural Born Charmer (Chicago Stars, #7)",['Susan Elizabeth Phillips'],"['romance', 'contemporary', 'chick-lit', 'sports', 'fiction']",https://images.gr-assets.com/books/1308742575m/73064.jpg,2004,eng,60734574
5863,The Woman Warrior,['Maxine Hong Kingston'],"['memoir', 'nonfiction', 'classics', 'biography']",https://images.gr-assets.com/books/1418654290m/30852.jpg,1975,eng,679721886
5865,Tales of Ordinary Madness,['Charles Bukowski'],"['fiction', 'poetry', 'classics']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1978,eng,872861554
5866,"Before Jamaica Lane (On Dublin Street, #3)",['Samantha Young'],"['romance', 'contemporary', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1372090894m/18115061.jpg,2014,eng,
5867,"The Sword of Shannara Trilogy (Shannara, #1-3)",['Terry Brooks'],"['fantasy', 'fiction', 'science-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1979,eng,345453751
5870,The Valley of Fear,"['Arthur Conan Doyle', 'David Timson']","['mystery', 'classics', 'fiction', 'crime', 'historical-fiction', 'thriller']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1914,eng,9626344245
5871,"The Pagan Stone (Sign of Seven, #3)",['Nora Roberts'],"['romance', 'paranormal', 'fantasy', 'fiction', 'contemporary', 'mystery', 'horror']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,515144665
5872,A Tale of Two Cities / Great Expectations,['Charles Dickens'],"['classics', 'fiction', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,eng,142196584
5874,"Monster Hunter International (Monster Hunter International, #1)",['Larry Correia'],"['fantasy', 'horror', 'fiction', 'paranormal', 'science-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,741444569
5875,"The Bitter Kingdom (Fire and Thorns, #3)",['Rae Carson'],"['fantasy', 'young-adult', 'fiction', 'romance']",https://images.gr-assets.com/books/1360281470m/11431896.jpg,2013,eng,62026542
5876,"The Teeth of the Tiger (Jack Ryan Universe, #12)",['Tom Clancy'],"['fiction', 'thriller', 'suspense', 'mystery']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,141004924
5877,"Moreta: Dragonlady of Pern (Pern, #7)",['Anne McCaffrey'],"['fantasy', 'science-fiction', 'fiction', 'young-adult', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1983,eng,034541957X
5880,"The Queen of Attolia (The Queen's Thief, #2)",['Megan Whalen Turner'],"['fantasy', 'young-adult', 'fiction', 'romance', 'historical-fiction']",https://images.gr-assets.com/books/1293505506m/40158.jpg,2000,eng,60841826
5881,A Single Man,['Christopher Isherwood'],"['fiction', 'classics']",https://images.gr-assets.com/books/1380688373m/16842.jpg,1964,eng,816638624
5882,Mortality,['Christopher Hitchens'],"['nonfiction', 'philosophy', 'memoir', 'biography', 'religion']",https://images.gr-assets.com/books/1337177391m/13529055.jpg,2012,eng,1455502758
5883,"Icefire (The Last Dragon Chronicles, #2)","[""Chris d'Lacey""]","['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1362400475m/312050.jpg,2003,eng,439672465
5885,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,['Stephen E. Ambrose'],"['history', 'nonfiction', 'biography']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,eng,684848015
5886,Honor's Splendour,['Julie Garwood'],"['romance', 'historical-fiction', 'fiction']",https://images.gr-assets.com/books/1313525352m/107774.jpg,1987,eng,671737821
5887,Shut Out,['Kody Keplinger'],"['young-adult', 'romance', 'contemporary', 'sports', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1327918078m/10757771.jpg,2011,eng,316175560
5888,"Bad Rep (Bad Rep, #1)",['A. Meredith Walters'],"['romance', 'contemporary', 'young-adult', 'music', 'chick-lit']",https://images.gr-assets.com/books/1351282857m/16102880.jpg,2012,eng,
5890,"The Prophet of Yonwood (Book of Ember, #3)",['Jeanne DuPrau'],"['young-adult', 'fantasy', 'science-fiction', 'fiction']",https://images.gr-assets.com/books/1320636285m/207034.jpg,2006,eng,440421241
5892,"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)","['Kresley Cole', 'Gena Showalter']","['paranormal', 'romance', 'fantasy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,1439159661
5893,Doll Bones,"['Holly Black', 'Eliza Wheeler']","['fantasy', 'horror', 'mystery', 'young-adult', 'fiction', 'paranormal']",https://images.gr-assets.com/books/1424981042m/15944406.jpg,2013,eng,1416963987
5895,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",['Alan Bradley'],"['mystery', 'fiction', 'historical-fiction', 'young-adult', 'crime']",https://images.gr-assets.com/books/1409945571m/11277218.jpg,2011,eng,385344015
5896,"Wild Man (Dream Man, #2)",['Kristen Ashley'],"['romance', 'contemporary', 'suspense', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1327919924m/12881141.jpg,2011,eng,
5897,Welcome to Night Vale,"['Joseph Fink', 'Jeffrey Cranor']","['fantasy', 'fiction', 'horror', 'science-fiction', 'mystery', 'paranormal']",https://images.gr-assets.com/books/1447774088m/23129410.jpg,2015,eng,62351427
5899,"An Offer From a Gentleman (Bridgertons, #3)",['Julia Quinn'],"['romance', 'historical-fiction', 'fiction', 'chick-lit']",https://images.gr-assets.com/books/1306208628m/110385.jpg,2001,eng,380815583
5900,"Dumplin' (Dumplin', #1)",['Julie   Murphy'],"['young-adult', 'contemporary', 'romance', 'fiction', 'chick-lit']",https://images.gr-assets.com/books/1424189465m/18304322.jpg,2015,eng,62327186
5901,Ancillary Mercy (Imperial Radch #3),['Ann Leckie'],"['science-fiction', 'fiction', 'fantasy']",https://images.gr-assets.com/books/1493642929m/23533039.jpg,2015,eng,356502422
5902,The Darkest Surrender  (Lords of the Underworld #8),['Gena Showalter'],"['paranormal', 'romance', 'fantasy']",https://images.gr-assets.com/books/1327883317m/8038219.jpg,2011,eng,373775814
5903,Danse Macabre,['Stephen King'],"['horror', 'nonfiction', 'biography', 'history']",https://images.gr-assets.com/books/1309287093m/11563.jpg,1981,eng,042518160X
5905,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",['Alexander McCall Smith'],"['mystery', 'fiction', 'crime']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,1400075718
5906,The Vagina Monologues,"['Eve Ensler', 'Gloria Steinem']","['nonfiction', 'classics']",https://images.gr-assets.com/books/1327243997m/104734.jpg,1996,eng,1860499260
5907,Our Mutual Friend,['Charles Dickens'],"['classics', 'fiction', 'historical-fiction']",https://images.gr-assets.com/books/1403189244m/31244.jpg,1865,eng,375761144
5908,A Handful of Dust,['Evelyn Waugh'],"['fiction', 'classics', 'historical-fiction']",https://images.gr-assets.com/books/1344266314m/531262.jpg,1934,eng,316926051
5909,Leota's Garden,['Francine Rivers'],"['fiction', 'christian', 'contemporary', 'chick-lit', 'romance']",https://images.gr-assets.com/books/1406507728m/95608.jpg,1999,eng,842335722
5911,The Book of Illusions,['Paul Auster'],"['fiction', 'mystery', 'contemporary', 'thriller']",https://images.gr-assets.com/books/1391954093m/50618.jpg,2002,eng,312990960
5912,"To Tame a Highland Warrior (Highlander, #2)",['Karen Marie Moning'],"['romance', 'paranormal', 'fantasy', 'historical-fiction', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,eng,440242177
5913,A Mango-Shaped Space,['Wendy Mass'],"['young-adult', 'fiction', 'contemporary']",https://images.gr-assets.com/books/1326056834m/171020.jpg,2005,eng,316058254
5914,Quentins,['Maeve Binchy'],"['fiction', 'chick-lit', 'romance', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,eng,752849522
5915,Daniel Deronda,"['George Eliot', 'Edmund White']","['classics', 'fiction', 'historical-fiction', 'romance']",https://images.gr-assets.com/books/1320432000m/304.jpg,1876,eng,037576013X
5917,"Chasing Perfect (Fool's Gold, #1)",['Susan Mallery'],"['romance', 'contemporary', 'chick-lit', 'fiction', 'sports']",https://images.gr-assets.com/books/1278170007m/7203690.jpg,2010,eng,373774524
5919,Life Application Study Bible: NIV,"['Anonymous', 'Ronald A. Beers', 'Ronald A. Beers']","['christian', 'religion', 'nonfiction', 'spirituality', 'classics', 'history']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1992,eng,310919797
5920,"The Wheel of Darkness (Pendergast, #8)","['Douglas Preston', 'Lincoln Child']","['thriller', 'mystery', 'fiction', 'horror', 'suspense', 'crime', 'fantasy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,446580287
5921,"Sleeping Giants (Themis Files, #1)",['Sylvain Neuvel'],"['science-fiction', 'fiction', 'fantasy', 'mystery', 'thriller']",https://images.gr-assets.com/books/1459785141m/25733990.jpg,2016,eng,1101886692
5922,Blackmoore,['Julianne Donaldson'],"['romance', 'historical-fiction', 'fiction', 'chick-lit', 'young-adult']",https://images.gr-assets.com/books/1366846456m/15795628.jpg,2013,eng,1609074602
5923,The Sandman: Endless Nights,"['Neil Gaiman', 'Barron Storey', 'Bill Sienkiewicz', 'Glenn Fabry', 'Dave McKean', 'P. Craig Russell', 'Milo Manara', 'Miguelanxo Prado', 'Frank Quitely', 'Todd Klein']","['graphic-novels', 'comics', 'fantasy', 'fiction', 'horror']",https://images.gr-assets.com/books/1327948224m/47720.jpg,2003,eng,140120113X
5924,The First Wives Club,['Olivia Goldsmith'],"['fiction', 'chick-lit', 'contemporary', 'romance']",https://images.gr-assets.com/books/1405833638m/202292.jpg,1992,eng,99435136
5925,The Vanishing Act of Esme Lennox,"[""Maggie O'Farrell""]","['fiction', 'historical-fiction', 'mystery', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,755308441
5926,The Night Watch,['Sarah Waters'],"['historical-fiction', 'fiction']",https://images.gr-assets.com/books/1394331077m/550720.jpg,2006,eng,1594482306
5928,"Blood Canticle (The Vampire Chronicles, #10)",['Anne Rice'],"['horror', 'fantasy', 'fiction', 'paranormal']",https://images.gr-assets.com/books/1327963715m/31331.jpg,2003,eng,99460173
5930,Boy's Life,['Robert McCammon'],"['horror', 'fiction', 'fantasy', 'mystery', 'young-adult', 'thriller', 'historical-fiction']",https://images.gr-assets.com/books/1314302694m/11553.jpg,1991,eng,671743058
5931,Adam Bede,"['George Eliot', 'Joanna Trollope', 'Hugh Osborne']","['classics', 'fiction', 'historical-fiction', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1859,eng,375759018
5932,Sister of My Heart,['Chitra Banerjee Divakaruni'],"['fiction', 'contemporary', 'historical-fiction']",https://images.gr-assets.com/books/1403188554m/16235.jpg,1997,eng,038548951X
5933,The Housekeeper and the Professor,"['YÅko Ogawa', 'Stephen Snyder']","['fiction', 'contemporary']",https://images.gr-assets.com/books/1344313042m/3181564.jpg,2003,eng,312427808
5935,JPod,['Douglas Coupland'],"['fiction', 'contemporary']",https://images.gr-assets.com/books/1316729451m/221059.jpg,2006,eng,1596911050
5937,The Ascent of Money: A Financial History of the World,['Niall Ferguson'],"['history', 'nonfiction', 'business']",https://images.gr-assets.com/books/1297236908m/2714607.jpg,2007,eng,1594201927
5939,The Impossible Knife of Memory,['Laurie Halse Anderson'],"['young-adult', 'contemporary', 'fiction', 'romance']",https://images.gr-assets.com/books/1405786728m/18079527.jpg,2014,eng,670012092
5940,"Purgatorio (The Divine Comedy, #2)","['Dante Alighieri', 'Robert M. Durling']","['classics', 'poetry', 'fiction', 'religion', 'fantasy', 'philosophy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1320,ita,195087453
5941,"Deliver Us from Evil (A. Shaw, #2)",['David Baldacci'],"['thriller', 'fiction', 'mystery', 'suspense', 'crime']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,eng,446564087
5942,One Last Thing Before I Go,['Jonathan Tropper'],"['fiction', 'contemporary']",https://images.gr-assets.com/books/1356593893m/13586743.jpg,2009,eng,525952365
5943,"By the Time You Read This, I'll Be Dead","['Julie Anne Peters', 'C.J. Bott']","['young-adult', 'contemporary', 'fiction', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,1423116186
5944,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,['Denise Kiernan'],"['nonfiction', 'history', 'science', 'biography']",https://images.gr-assets.com/books/1352912866m/15801668.jpg,2013,eng,1451617526
